seed,Status,Completed at,Time taken,Age,Gender,Highest education level completed,Language,Fluent languages
111887013140,APPROVED,2024-02-16T14:04:43.049000Z,1203.0,28,Man (including Trans Male/Trans Man),Technical/community college,Hungarian,"English, Hungarian"
208536731642,APPROVED,2024-02-16T13:25:37.754000Z,397.0,48,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),English,English
196789600940,APPROVED,2024-02-16T19:04:52.508000Z,251.0,38,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
76914364173,APPROVED,2024-02-16T16:47:51.189000Z,269.0,40,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,English
146493502296,APPROVED,2024-02-16T16:49:41.751000Z,388.0,24,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
168738633987,APPROVED,2024-02-16T19:12:31.191000Z,665.0,29,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Italian,"English, Italian"
183724893457,AWAITING REVIEW,2024-02-17T07:15:23.963000Z,1317.0,28,Man (including Trans Male/Trans Man),High school diploma/A-levels,Estonian,"English, Estonian"
22281211373,APPROVED,2024-02-16T15:41:43.859000Z,1171.0,26,Man (including Trans Male/Trans Man),Technical/community college,Japanese,English
28780447811,APPROVED,2024-02-16T17:58:49.217000Z,454.0,30,Non-binary (would like to give more detail),Graduate degree (MA/MSc/MPhil/other),Portuguese,"Portuguese, English, Spanish"
139003142740,APPROVED,2024-02-16T15:52:29.694000Z,379.0,36,Woman (including Trans Female/Trans Woman),Technical/community college,English,English
171592647071,APPROVED,2024-02-16T16:21:33.126000Z,515.0,26,Man (including Trans Male/Trans Man),High school diploma/A-levels,Greek,"English, Greek"
176175695192,APPROVED,2024-02-16T14:58:04.343000Z,302.0,33,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),English,English
34354881935,APPROVED,2024-02-16T15:00:23.295000Z,505.0,25,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Polish,"Polish, English"
186263859396,APPROVED,2024-02-16T18:46:48.893000Z,407.0,26,Woman (including Trans Female/Trans Woman),Technical/community college,English,English
98255852723,APPROVED,2024-02-16T17:09:27.122000Z,515.0,27,Man (including Trans Male/Trans Man),Technical/community college,English,English
80538377654,APPROVED,2024-02-17T05:27:52.150000Z,468.0,34,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,"English, Japanese"
5924677036,APPROVED,2024-02-16T18:56:50.603000Z,1014.0,26,Man (including Trans Male/Trans Man),Technical/community college,Polish,"English, Polish"
152783491792,APPROVED,2024-02-16T15:34:33.831000Z,718.0,35,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portuguese,"Portuguese, English"
173265755024,APPROVED,2024-02-16T14:58:56.118000Z,378.0,24,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
188113245774,APPROVED,2024-02-16T18:57:33.927000Z,853.0,27,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
319428096,APPROVED,2024-02-16T16:38:55.901000Z,606.0,49,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Italian,"English, Italian"
117506822593,APPROVED,2024-02-17T05:27:33.633000Z,454.0,27,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Portuguese,"Spanish, Portuguese, English"
6299347228,APPROVED,2024-02-16T17:52:58.934000Z,410.0,23,Man (including Trans Male/Trans Man),High school diploma/A-levels,Spanish,"English, Spanish"
57923617149,APPROVED,2024-02-16T13:42:27.300000Z,346.0,34,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Greek,"Greek, English"
156834207426,APPROVED,2024-02-16T19:08:34.749000Z,467.0,75,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
113728899015,APPROVED,2024-02-16T18:28:21.525000Z,499.0,28,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portuguese,"Spanish, Portuguese, French, German, English, Italian"
135630018835,APPROVED,2024-02-16T16:21:09.875000Z,2116.0,40,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
85512738352,APPROVED,2024-02-16T16:29:36.661000Z,980.0,42,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,"Italian, English"
85468161894,APPROVED,2024-02-16T13:50:06.676000Z,804.0,27,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portuguese,"Portuguese, English"
37084295471,APPROVED,2024-02-16T15:56:22.381000Z,616.0,28,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Polish,"Polish, English"
1595135459,APPROVED,2024-02-16T13:55:48.381000Z,345.0,35,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
186327756115,APPROVED,2024-02-16T14:36:04.913000Z,1596.0,37,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Polish,"English, German, Dutch, Polish"
58694486424,APPROVED,2024-02-16T15:20:41.378000Z,1717.0,32,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, Spanish, Russian"
19909875359,APPROVED,2024-02-16T13:43:56.517000Z,434.0,24,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, Portuguese"
115084573863,APPROVED,2024-02-16T14:39:44.881000Z,534.0,32,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portuguese,English
198064414323,APPROVED,2024-02-16T16:00:08.015000Z,765.0,61,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),English,English
80449706161,APPROVED,2024-02-16T14:38:54.528000Z,465.0,30,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"English, German"
73433375662,APPROVED,2024-02-16T19:16:23.090000Z,934.0,37,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
186198005555,APPROVED,2024-02-16T19:10:46.261000Z,350.0,24,Non-binary (would like to give more detail),Undergraduate degree (BA/BSc/other),Chinese,English
130695377948,APPROVED,2024-02-16T18:31:17.941000Z,673.0,49,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Polish,"English, Polish"
188920049359,APPROVED,2024-02-17T04:48:30.521000Z,498.0,33,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"Spanish, English"
142938975987,APPROVED,2024-02-16T18:46:58.224000Z,400.0,36,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
18249886784,APPROVED,2024-02-16T16:41:20.028000Z,737.0,37,Woman (including Trans Female/Trans Woman),Technical/community college,English,English
30637272080,APPROVED,2024-02-16T14:41:59.856000Z,663.0,29,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"French, English"
75314871322,APPROVED,2024-02-16T14:40:35.762000Z,589.0,30,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Greek,"English, Greek"
187685599568,APPROVED,2024-02-17T04:53:53.348000Z,778.0,27,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
116440922776,APPROVED,2024-02-16T18:32:30.816000Z,776.0,30,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Polish,"Polish, English"
209129329638,APPROVED,2024-02-16T14:28:32.468000Z,1136.0,47,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, French, Russian, Hebrew"
87852222447,APPROVED,2024-02-16T15:37:43.596000Z,790.0,26,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"Afrikaans, English"
116248895725,APPROVED,2024-02-16T16:50:01.548000Z,401.0,28,Man (including Trans Male/Trans Man),Technical/community college,Portuguese,"English, Portuguese"
157156507267,APPROVED,2024-02-16T15:05:48.871000Z,815.0,44,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Chinese,"English, Chinese"
194515691851,APPROVED,2024-02-16T14:36:50.959000Z,357.0,53,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,English
188048235859,APPROVED,2024-02-17T05:37:18.956000Z,1019.0,41,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"Spanish, English"
52141921760,APPROVED,2024-02-16T16:30:49.303000Z,987.0,34,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,English,English
81358398930,APPROVED,2024-02-16T15:51:01.158000Z,302.0,27,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
11350785234,APPROVED,2024-02-17T05:33:52.810000Z,814.0,28,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
211794579257,APPROVED,2024-02-16T17:12:13.204000Z,2595.0,37,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
160308294967,APPROVED,2024-02-16T14:37:55.546000Z,434.0,42,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, Portuguese"
117899118052,APPROVED,2024-02-16T19:08:25.538000Z,458.0,26,Man (including Trans Male/Trans Man),High school diploma/A-levels,Czech,"English, Czech"
184967616321,APPROVED,2024-02-16T16:25:49.323000Z,646.0,22,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Estonian,"English, Estonian"
163986672491,APPROVED,2024-02-16T14:46:23.205000Z,928.0,59,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,English,English
167447962338,APPROVED,2024-02-16T18:35:10.273000Z,925.0,30,Man (including Trans Male/Trans Man),High school diploma/A-levels,Swedish,"English, Swedish"
195289418724,APPROVED,2024-02-17T05:28:48.777000Z,459.0,25,Woman (including Trans Female/Trans Woman),Technical/community college,Tagalog-Filipino,"English, Tagalog-Filipino"
130733383148,APPROVED,2024-02-16T19:15:41.949000Z,898.0,22,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portuguese,"English, Portuguese"
12786674859,APPROVED,2024-02-16T19:06:39.715000Z,354.0,33,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
7385414758,APPROVED,2024-02-16T18:35:34.475000Z,978.0,25,Man (including Trans Male/Trans Man),High school diploma/A-levels,Italian,"Italian, English"
154520488682,APPROVED,2024-02-16T15:27:11.084000Z,310.0,38,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,English
12098963497,APPROVED,2024-02-16T13:28:48.774000Z,430.0,33,Non-binary (would like to give more detail),Graduate degree (MA/MSc/MPhil/other),Swedish,"English, Finnish, Swedish"
195904639894,APPROVED,2024-02-16T18:49:35.157000Z,500.0,50,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Italian,"Italian, English"
210775811818,APPROVED,2024-02-16T18:30:52.435000Z,679.0,51,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Polish,"Italian, Polish, English, German"
75398083930,APPROVED,2024-02-16T13:30:29.198000Z,745.0,28,Man (including Trans Male/Trans Man),High school diploma/A-levels,Polish,"Polish, English"
40913608146,APPROVED,2024-02-16T14:10:16.556000Z,1235.0,30,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, Portuguese, Spanish"
38902454180,APPROVED,2024-02-16T15:53:28.715000Z,446.0,37,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, Spanish"
178913854774,APPROVED,2024-02-16T18:47:11.120000Z,436.0,33,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Spanish,"English, French, Spanish"
204672978899,APPROVED,2024-02-16T13:59:59.005000Z,292.0,22,Non-binary (would like to give more detail),Technical/community college,Polish,"English, Polish"
3331675082,APPROVED,2024-02-16T17:58:18.108000Z,717.0,44,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,"Afrikaans, English"
118931569911,APPROVED,2024-02-16T14:37:29.372000Z,380.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Dutch,"Dutch, English"
74417306270,APPROVED,2024-02-17T05:24:37.537000Z,529.0,31,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portuguese,"English, Portuguese"
35345482364,APPROVED,2024-02-16T17:57:12.333000Z,607.0,27,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Greek,"English, Greek, Spanish, Italian"
188097290410,APPROVED,2024-02-16T14:40:23.654000Z,549.0,24,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, French, Italian, Spanish"
113704864929,APPROVED,2024-02-16T16:24:49.099000Z,709.0,23,Man (including Trans Male/Trans Man),Don't know / not applicable,Swedish,"Swedish, English"
185949319860,APPROVED,2024-02-16T16:06:47.460000Z,1255.0,31,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Italian,"Italian, English"
210245258635,APPROVED,2024-02-16T18:17:05.348000Z,1721.0,30,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Spanish,"Spanish, English"
87453467933,APPROVED,2024-02-16T14:56:33.352000Z,269.0,33,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
214041069474,APPROVED,2024-02-16T18:50:07.036000Z,609.0,46,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,English,English
167247584928,APPROVED,2024-02-16T18:33:55.554000Z,872.0,21,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Polish,"English, Polish"
77063029782,APPROVED,2024-02-16T13:24:47.201000Z,442.0,31,Man (including Trans Male/Trans Man),High school diploma/A-levels,Portuguese,"Portuguese, English, Spanish"
198496527246,APPROVED,2024-02-16T19:08:59.257000Z,494.0,22,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Polish,"English, Polish"
600332729,APPROVED,2024-02-17T05:27:38.633000Z,681.0,32,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, Afrikaans"
184949672329,APPROVED,2024-02-16T18:46:56.700000Z,426.0,23,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,English,English
42204891540,APPROVED,2024-02-16T14:13:46.292000Z,1448.0,27,Man (including Trans Male/Trans Man),High school diploma/A-levels,Polish,"Polish, Russian, German, French, English, Dutch"
146984903834,APPROVED,2024-02-16T16:35:53.095000Z,372.0,21,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Polish,"English, Polish"
38712888915,APPROVED,2024-02-16T15:12:41.235000Z,928.0,35,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
43720491882,APPROVED,2024-02-16T13:42:39.844000Z,927.0,32,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Spanish,"Spanish, German, English"
196617552076,APPROVED,2024-02-16T15:03:08.947000Z,625.0,51,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
2101585126,APPROVED,2024-02-16T13:58:24.345000Z,505.0,24,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Greek,"English, Greek"
11068493727,APPROVED,2024-02-16T13:54:50.417000Z,737.0,45,Rather not say,Secondary education (e.g. GED/GCSE),English,English
154866005552,APPROVED,2024-02-16T15:55:20.723000Z,2006.0,18,Man (including Trans Male/Trans Man),High school diploma/A-levels,Polish,"English, Polish"
37077627599,APPROVED,2024-02-17T05:27:12.992000Z,445.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
194700581655,APPROVED,2024-02-16T14:03:39.421000Z,839.0,22,Man (including Trans Male/Trans Man),High school diploma/A-levels,Polish,"English, Polish"
82937869952,APPROVED,2024-02-16T13:52:03.512000Z,904.0,26,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Greek,"English, Greek"
22228950896,APPROVED,2024-02-16T17:53:43.558000Z,369.0,24,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Spanish,"English, Galician, Spanish"
79106522977,APPROVED,2024-02-16T16:49:34.446000Z,562.0,23,Non-binary (would like to give more detail),Undergraduate degree (BA/BSc/other),Polish,"Polish, English"
178617664191,APPROVED,2024-02-16T17:57:49.400000Z,682.0,28,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, Portuguese"
31111931342,APPROVED,2024-02-16T19:19:02.146000Z,1883.0,22,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Catalan,"Catalan, English, Spanish"
148169628926,APPROVED,2024-02-16T15:54:08.065000Z,486.0,49,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Portuguese,"English, French, Portuguese, Spanish"
22882258825,APPROVED,2024-02-16T13:31:47.401000Z,771.0,21,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portuguese,"English, Portuguese"
174191181043,APPROVED,2024-02-16T16:36:08.810000Z,424.0,24,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, Portuguese, Spanish"
51814491447,APPROVED,2024-02-16T16:35:46.514000Z,419.0,23,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Polish,"English, Polish"
2651683142,APPROVED,2024-02-16T18:29:22.301000Z,599.0,26,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Greek,"English, Greek"
14673199488,APPROVED,2024-02-16T13:54:45.901000Z,304.0,22,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portuguese,"English, Portuguese"
144275689542,APPROVED,2024-02-16T16:53:10.945000Z,591.0,21,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portuguese,"Portuguese, Spanish, English"
189038085110,APPROVED,2024-02-16T14:36:32.582000Z,346.0,50,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Polish,"Polish, English, German"
104429665060,APPROVED,2024-02-16T16:51:55.140000Z,516.0,27,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Italian,"English, Italian"
36734545925,APPROVED,2024-02-16T16:22:52.471000Z,595.0,23,Man (including Trans Male/Trans Man),High school diploma/A-levels,Portuguese,"Portuguese, English"
65759155168,APPROVED,2024-02-16T18:53:24.043000Z,810.0,34,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,"English, Polish"
76397941849,APPROVED,2024-02-16T13:57:02.937000Z,420.0,28,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Polish,"Polish, English, German"
95491203393,APPROVED,2024-02-16T13:43:32.362000Z,409.0,36,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Dutch,"Dutch, English, French, German"
92377383848,APPROVED,2024-02-16T16:09:45.863000Z,1416.0,32,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portuguese,English
141289760748,APPROVED,2024-02-16T18:48:59.733000Z,388.0,30,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Hungarian,English
195957155815,APPROVED,2024-02-16T15:59:35.784000Z,820.0,27,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, French, Portuguese, Spanish"
5062305748,APPROVED,2024-02-16T14:58:47.952000Z,407.0,46,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
25159185317,APPROVED,2024-02-16T16:26:03.963000Z,587.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
77816346653,APPROVED,2024-02-16T16:22:35.218000Z,579.0,41,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),German,"English, German"
25004662510,APPROVED,2024-02-16T14:34:54.487000Z,252.0,46,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Polish,"Polish, German, English, French, Italian"
28425137626,APPROVED,2024-02-17T05:53:58.183000Z,861.0,26,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Spanish,"Spanish, English"
177455414031,APPROVED,2024-02-16T14:17:45.711000Z,487.0,31,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Polish,"Polish, English"
194850582445,APPROVED,2024-02-16T13:54:56.614000Z,1003.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
89547876671,APPROVED,2024-02-16T18:51:17.555000Z,661.0,35,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,English
126369571729,APPROVED,2024-02-16T15:42:04.817000Z,1071.0,34,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, Portuguese"
187262259647,APPROVED,2024-02-16T18:29:10.415000Z,585.0,22,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
106460323224,APPROVED,2024-02-16T15:53:53.843000Z,465.0,21,Non-binary (would like to give more detail),High school diploma/A-levels,Polish,"English, Polish, Norwegian"
85981639791,APPROVED,2024-02-16T14:13:32.965000Z,233.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
115794254116,APPROVED,2024-02-17T04:49:46.671000Z,505.0,28,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
40013795596,APPROVED,2024-02-16T13:57:11.748000Z,449.0,23,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Hungarian,"English, Hungarian"
200930007936,APPROVED,2024-02-16T17:08:26.025000Z,1503.0,35,Woman (including Trans Female/Trans Woman),Technical/community college,English,English
129579783630,APPROVED,2024-02-16T13:25:45.771000Z,446.0,28,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Polish,English
22131532829,APPROVED,2024-02-16T15:55:47.937000Z,589.0,22,Man (including Trans Male/Trans Man),High school diploma/A-levels,German,"English, German"
32382046773,APPROVED,2024-02-16T16:20:45.493000Z,466.0,25,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Lithuanian,"English, Lithuanian"
53424747198,APPROVED,2024-02-16T13:50:08.901000Z,803.0,49,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, French, Portuguese, Spanish"
