seed,Status,Completed at,Time taken,Age,Gender,Highest education level completed,Language,Fluent languages
178225969424,APPROVED,2024-02-16T16:44:20.501000Z,785.0,29,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
172762270477,APPROVED,2024-02-16T18:35:27.060000Z,972.0,49,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
96320402669,APPROVED,2024-02-17T05:01:28.293000Z,1293.0,25,Man (including Trans Male/Trans Man),High school diploma/A-levels,Spanish,"Spanish, English"
157737645998,APPROVED,2024-02-16T15:03:51.686000Z,713.0,33,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Hebrew,"English, Hebrew"
104155866273,APPROVED,2024-02-16T19:08:23.748000Z,470.0,22,Man (including Trans Male/Trans Man),High school diploma/A-levels,Italian,"English, Italian"
190824899345,APPROVED,2024-02-16T14:59:40.077000Z,439.0,19,Man (including Trans Male/Trans Man),High school diploma/A-levels,Arabic,"Arabic, Hebrew, English"
88029794496,APPROVED,2024-02-16T14:47:20.264000Z,978.0,24,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
127739200580,APPROVED,2024-02-17T05:34:00.626000Z,846.0,35,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"Spanish, English"
146436804643,APPROVED,2024-02-16T14:20:27.087000Z,653.0,47,Woman (including Trans Female/Trans Woman),Technical/community college,Estonian,"English, Estonian"
111637036382,APPROVED,2024-02-16T16:33:36.894000Z,1154.0,27,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"Afrikaans, English"
187337216234,APPROVED,2024-02-17T06:25:54.956000Z,642.0,23,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
115002282173,APPROVED,2024-02-16T18:00:05.650000Z,716.0,37,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"English, Other"
200153206052,APPROVED,2024-02-16T18:51:33.168000Z,704.0,22,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Greek,"Greek, English"
57612564545,APPROVED,2024-02-16T15:07:41.779000Z,795.0,28,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
181184415181,APPROVED,2024-02-16T13:46:19.304000Z,572.0,53,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Polish,"English, Dutch, Slovak, Russian, Ukrainian, Czech"
38237501631,APPROVED,2024-02-16T16:26:02.347000Z,726.0,21,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Other,"English, Other"
163291188949,APPROVED,2024-02-16T14:36:47.155000Z,352.0,22,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Polish,"English, Polish, German"
174508862043,APPROVED,2024-02-16T15:27:08.788000Z,313.0,22,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
72577669820,APPROVED,2024-02-16T19:17:05.793000Z,986.0,20,Man (including Trans Male/Trans Man),Technical/community college,French,"English, French, Chinese"
162474749525,APPROVED,2024-02-17T05:55:03.631000Z,970.0,24,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
181463389863,APPROVED,2024-02-16T14:19:37.642000Z,506.0,26,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Urdu,"English, Urdu"
160807459272,APPROVED,2024-02-16T17:35:25.776000Z,555.0,37,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"English, Arabic"
963877752,APPROVED,2024-02-16T19:00:56.682000Z,641.0,24,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, Other"
95637335887,APPROVED,2024-02-16T14:43:12.948000Z,744.0,21,Man (including Trans Male/Trans Man),High school diploma/A-levels,Portuguese,"English, Portuguese"
117522169831,APPROVED,2024-02-16T16:37:43.068000Z,517.0,20,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Other,English
131210844918,APPROVED,2024-02-16T16:38:57.768000Z,606.0,18,Man (including Trans Male/Trans Man),High school diploma/A-levels,Polish,"Polish, English"
36345439247,APPROVED,2024-02-16T15:56:01.797000Z,594.0,33,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Tagalog-Filipino,"English, Tagalog-Filipino"
142292673828,APPROVED,2024-02-16T16:50:20.452000Z,399.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Vietnamese,"English, Vietnamese"
19065420843,APPROVED,2024-02-16T19:10:17.178000Z,573.0,49,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
184691535072,AWAITING REVIEW,2024-02-17T07:16:13.610000Z,1210.0,53,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,English
9729010581,APPROVED,2024-02-16T16:08:44.406000Z,1225.0,31,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,"English, German"
39734962129,APPROVED,2024-02-16T15:02:08.125000Z,516.0,23,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
28930192822,APPROVED,2024-02-16T16:27:25.161000Z,642.0,34,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Danish,"Danish, Dutch, English"
205181057784,APPROVED,2024-02-16T16:36:42.823000Z,469.0,43,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
188226397630,APPROVED,2024-02-16T18:51:43.143000Z,714.0,24,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Dutch,"Dutch, English, German, Turkish"
57781183367,APPROVED,2024-02-16T14:18:38.965000Z,539.0,29,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Turkish,English
119688019328,APPROVED,2024-02-16T19:10:45.822000Z,560.0,31,Man (including Trans Male/Trans Man),Technical/community college,English,English
92443805114,AWAITING REVIEW,2024-02-17T07:07:15.259000Z,962.0,20,Woman (including Trans Female/Trans Woman),Technical/community college,Afrikaans,English
206681800817,APPROVED,2024-02-16T19:06:58.665000Z,380.0,20,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),French,"English, French"
30488061717,APPROVED,2024-02-17T05:28:50.963000Z,450.0,30,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"Vietnamese, English"
151362485399,APPROVED,2024-02-17T05:26:59.649000Z,336.0,22,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Chinese,"Chinese, English"
161339253189,APPROVED,2024-02-16T14:19:10.758000Z,1761.0,28,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Greek,"English, Greek"
96511966117,APPROVED,2024-02-16T19:09:47.008000Z,535.0,49,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),English,English
112163953313,APPROVED,2024-02-16T16:47:20.951000Z,588.0,29,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"English, Other"
137621733414,APPROVED,2024-02-16T16:22:26.428000Z,568.0,57,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
58638404256,APPROVED,2024-02-16T16:54:53.154000Z,541.0,25,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Greek,"English, Greek, Italian"
167352821168,APPROVED,2024-02-16T13:49:12.981000Z,744.0,33,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Turkish,"English, Turkish"
203205177561,APPROVED,2024-02-16T14:25:41.316000Z,933.0,26,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
111275014736,APPROVED,2024-02-16T13:22:46.071000Z,302.0,45,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),French,"French, English"
9006048592,APPROVED,2024-02-16T16:51:33.519000Z,493.0,32,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"Afrikaans, English"
27172894052,APPROVED,2024-02-16T16:17:01.379000Z,1839.0,47,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
174557020425,APPROVED,2024-02-16T14:52:57.662000Z,922.0,25,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,English
212115512271,APPROVED,2024-02-16T19:15:07.932000Z,833.0,45,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, French"
35361069787,APPROVED,2024-02-16T15:29:02.099000Z,417.0,28,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
39115338719,APPROVED,2024-02-16T15:58:23.456000Z,725.0,30,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Dutch,"Dutch, English"
198550262851,APPROVED,2024-02-17T05:36:55.254000Z,1073.0,48,Man (including Trans Male/Trans Man),Technical/community college,English,English
112850624663,APPROVED,2024-02-16T19:09:18.152000Z,481.0,24,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Tagalog-Filipino,"Tagalog-Filipino, English"
207327012372,APPROVED,2024-02-16T16:39:58.938000Z,668.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"Afrikaans, English"
189550675851,APPROVED,2024-02-16T18:03:41.377000Z,455.0,19,Woman (including Trans Female/Trans Woman),Technical/community college,Polish,"English, Polish"
10967902450,APPROVED,2024-02-16T14:43:52.817000Z,761.0,30,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
121713762088,APPROVED,2024-02-16T14:48:56.405000Z,1025.0,54,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
25621599259,APPROVED,2024-02-16T16:29:31.633000Z,786.0,24,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,English,"English, Other"
76405946489,APPROVED,2024-02-16T16:50:18.505000Z,410.0,43,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
26607714897,APPROVED,2024-02-16T17:53:43.495000Z,421.0,29,Man (including Trans Male/Trans Man),High school diploma/A-levels,Portuguese,"Portuguese, English"
157066733699,APPROVED,2024-02-16T14:20:03.540000Z,578.0,22,Woman (including Trans Female/Trans Woman),Technical/community college,English,"English, French, Spanish"
170584125060,AWAITING REVIEW,2024-02-17T07:07:50.846000Z,971.0,24,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
154841656853,APPROVED,2024-02-16T15:41:46.746000Z,602.0,28,Man (including Trans Male/Trans Man),High school diploma/A-levels,Italian,"English, Italian"
62126773463,APPROVED,2024-02-16T18:48:18.669000Z,481.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Nepali,"Nepali, English"
176624153878,APPROVED,2024-02-16T18:48:27.975000Z,496.0,58,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
41062167322,APPROVED,2024-02-17T05:03:31.707000Z,741.0,35,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),English,English
191219239814,APPROVED,2024-02-16T18:50:23.514000Z,626.0,25,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
110181034047,APPROVED,2024-02-16T18:50:15.369000Z,607.0,37,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),French,"English, French"
65609672866,AWAITING REVIEW,2024-02-17T07:03:33.786000Z,637.0,23,Man (including Trans Male/Trans Man),High school diploma/A-levels,Other,English
208260747693,APPROVED,2024-02-16T15:17:01.300000Z,1466.0,23,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
176044070390,APPROVED,2024-02-16T16:32:15.014000Z,1075.0,28,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Swedish,"English, Swedish"
152957223733,APPROVED,2024-02-16T18:51:59.615000Z,620.0,47,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),English,"French, German, Dutch, English"
114593327397,APPROVED,2024-02-16T16:27:46.184000Z,871.0,28,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, Afrikaans"
75247921670,APPROVED,2024-02-16T16:02:25.133000Z,1135.0,19,Man (including Trans Male/Trans Man),Technical/community college,English,English
12758562487,APPROVED,2024-02-16T18:25:23.640000Z,361.0,32,Man (including Trans Male/Trans Man),Doctorate degree (PhD/other),Italian,English
97104232470,APPROVED,2024-02-16T15:03:48.799000Z,708.0,38,Man (including Trans Male/Trans Man),Technical/community college,Swedish,"Swedish, English"
19328952464,APPROVED,2024-02-16T16:35:56.997000Z,422.0,24,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Polish,"Polish, English"
128355818626,APPROVED,2024-02-16T14:39:13.620000Z,492.0,30,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Slovenian,"Croatian, Slovenian, Serbian, English, German"
210029483362,APPROVED,2024-02-16T19:12:12.623000Z,686.0,28,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Hungarian,"Hungarian, English"
61615015266,APPROVED,2024-02-16T13:28:24.232000Z,542.0,22,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Finnish,"Finnish, English"
116553107588,APPROVED,2024-02-16T15:14:05.184000Z,1327.0,40,Woman (including Trans Female/Trans Woman),Doctorate degree (PhD/other),Polish,"English, German, Polish"
159644529461,APPROVED,2024-02-16T15:59:56.208000Z,830.0,28,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Hungarian,"English, German"
46715863877,APPROVED,2024-02-16T13:27:14.282000Z,493.0,19,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,English,"Italian, English"
30627659593,APPROVED,2024-02-16T15:02:07.779000Z,560.0,20,Man (including Trans Male/Trans Man),High school diploma/A-levels,Hungarian,"English, Hungarian"
59589511299,APPROVED,2024-02-16T14:25:03.286000Z,927.0,18,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),French,"English, French"
145418362732,APPROVED,2024-02-16T15:36:06.112000Z,750.0,29,Woman (including Trans Female/Trans Woman),Technical/community college,Spanish,"English, Spanish"
73866178237,APPROVED,2024-02-16T16:34:59.261000Z,365.0,25,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),French,"French, English"
213016674912,APPROVED,2024-02-16T15:15:09.729000Z,1384.0,37,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, Finnish, German, Spanish, Bulgarian"
151880062447,APPROVED,2024-02-17T05:48:34.188000Z,548.0,57,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),English,"Afrikaans, English"
9387419252,APPROVED,2024-02-16T14:02:43.992000Z,388.0,31,Man (including Trans Male/Trans Man),High school diploma/A-levels,Italian,"Italian, English"
113733269775,APPROVED,2024-02-16T13:49:44.874000Z,788.0,21,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Polish,"Polish, English"
3716888929,APPROVED,2024-02-16T19:13:33.839000Z,2017.0,25,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Dutch,"Dutch, English"
75295752715,APPROVED,2024-02-16T18:27:04.588000Z,449.0,22,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Arabic,"Arabic, English"
128429693678,APPROVED,2024-02-16T15:31:18.153000Z,460.0,24,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Slovenian,"Croatian, English, Slovenian"
8810943735,APPROVED,2024-02-16T16:51:28.319000Z,492.0,26,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,English
139360974073,APPROVED,2024-02-16T14:49:25.917000Z,1113.0,54,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
25856967293,APPROVED,2024-02-16T15:03:51.952000Z,719.0,55,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"English, Japanese, Spanish"
68944914979,APPROVED,2024-02-16T13:46:38.449000Z,564.0,20,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Slovenian,"English, Slovenian, Serbian"
53378118638,APPROVED,2024-02-16T16:35:19.537000Z,377.0,20,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portuguese,"English, Portuguese"
112686028157,APPROVED,2024-02-16T18:59:38.125000Z,1183.0,30,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Russian,"French, English, Russian"
82420025612,APPROVED,2024-02-16T15:05:22.622000Z,576.0,21,Non-binary (would like to give more detail),Technical/community college,Polish,"English, Polish"
176362448210,APPROVED,2024-02-16T18:48:24.676000Z,413.0,26,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),French,"French, English"
146048944289,APPROVED,2024-02-17T05:59:22.843000Z,1222.0,26,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Nepali,"Nepali, English, Hindi"
4028821297,APPROVED,2024-02-17T05:49:43.004000Z,615.0,28,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
213607704376,APPROVED,2024-02-16T18:56:20.984000Z,977.0,19,Man (including Trans Male/Trans Man),Technical/community college,Dutch,"Dutch, English"
169569843548,APPROVED,2024-02-16T16:20:59.326000Z,471.0,48,Man (including Trans Male/Trans Man),Technical/community college,English,English
137775818947,APPROVED,2024-02-16T15:53:55.912000Z,478.0,28,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
209151739199,APPROVED,2024-02-16T16:51:17.667000Z,993.0,32,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Turkish,"English, Turkish"
141937625027,APPROVED,2024-02-16T15:00:14.138000Z,452.0,23,Woman (including Trans Female/Trans Woman),Technical/community college,French,"French, English"
163120231777,APPROVED,2024-02-16T14:35:12.743000Z,269.0,23,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,"English, French, Korean"
171325181038,APPROVED,2024-02-16T16:22:37.267000Z,372.0,28,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),English,"English, Hindi"
101243873748,APPROVED,2024-02-16T15:55:36.898000Z,536.0,25,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Bulgarian,"Bulgarian, English, Spanish"
185458941716,APPROVED,2024-02-16T14:40:13.430000Z,563.0,43,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Lithuanian,"English, Lithuanian, Russian, Spanish, French"
72139671712,APPROVED,2024-02-17T05:22:44.108000Z,324.0,31,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,English
72509199023,APPROVED,2024-02-16T16:53:51.833000Z,612.0,29,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
206385307658,APPROVED,2024-02-16T16:30:14.822000Z,940.0,35,Man (including Trans Male/Trans Man),High school diploma/A-levels,English,English
193666636945,APPROVED,2024-02-16T15:05:22.926000Z,805.0,22,Woman (including Trans Female/Trans Woman),Technical/community college,Spanish,"English, Spanish"
115765760838,APPROVED,2024-02-16T18:08:17.988000Z,1108.0,20,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,"English, Afrikaans, Other"
118220607942,APPROVED,2024-02-16T14:59:36.930000Z,422.0,22,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spanish,"English, Spanish"
11722137820,APPROVED,2024-02-16T14:41:47.211000Z,651.0,22,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),English,English
142757299486,APPROVED,2024-02-16T18:57:00.627000Z,1016.0,26,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Greek,"English, Greek"
22931754390,APPROVED,2024-02-17T05:28:52.089000Z,401.0,26,Non-binary (would like to give more detail),High school diploma/A-levels,Spanish,"Spanish, English"
205924409863,APPROVED,2024-02-16T14:02:33.850000Z,738.0,21,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Hungarian,"English, Hungarian"
94815856134,APPROVED,2024-02-16T14:08:34.461000Z,997.0,39,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portuguese,"English, Spanish"
173768347059,APPROVED,2024-02-17T05:46:11.140000Z,433.0,33,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Mandarin,"English, Japanese, Mandarin"
60748947055,APPROVED,2024-02-16T14:00:38.889000Z,659.0,35,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Swedish,"Swedish, English, Norwegian"
64129934085,APPROVED,2024-02-16T18:56:37.312000Z,981.0,27,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Ukrainian,"Ukrainian, Polish, English"
113581105486,APPROVED,2024-02-16T17:10:22.459000Z,380.0,25,Rather not say,Graduate degree (MA/MSc/MPhil/other),Turkish,"Turkish, English"
17139137183,APPROVED,2024-02-16T18:49:50.215000Z,593.0,18,Man (including Trans Male/Trans Man),High school diploma/A-levels,Swedish,"English, Swedish"
125474609972,APPROVED,2024-02-16T19:18:36.774000Z,1032.0,33,Man (including Trans Male/Trans Man),High school diploma/A-levels,French,"French, English"
162296687263,APPROVED,2024-02-16T16:02:11.993000Z,918.0,21,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Slovenian,"English, Slovenian"
203025115614,APPROVED,2024-02-16T15:54:44.174000Z,528.0,20,Man (including Trans Male/Trans Man),High school diploma/A-levels,German,"English, German, Turkish"
68216378965,APPROVED,2024-02-16T16:40:06.102000Z,656.0,29,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),English,"English, German"
187238692768,APPROVED,2024-02-16T16:53:51.340000Z,592.0,27,Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),English,English
142094328099,APPROVED,2024-02-16T16:22:06.145000Z,547.0,29,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),English,"Arabic, English, French"
194238678459,APPROVED,2024-02-16T18:50:50.009000Z,630.0,26,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),English,"English, French, Turkmen"
20011661593,APPROVED,2024-02-16T14:04:35.323000Z,831.0,25,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Russian,"English, Portuguese, Russian"
48608976210,APPROVED,2024-02-16T13:59:00.629000Z,493.0,47,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Hungarian,"English, Hungarian, German"
